feature,target
0.0,3.496714153011233
0.10101010101010101,3.063755900849017
0.20202020202020202,4.0517289421410965
0.30303030303030304,5.129090462468631
0.40404040404040403,3.573927433357472
0.5050505050505051,3.7759640531518297
0.6060606060606061,5.791334027628603
0.7070707070707071,5.181576143294323
0.8080808080808081,4.1466872302266635
0.9090909090909091,5.360741861767783
1.0101010101010102,4.5567843273895585
1.1111111111111112,4.756492468651966
1.2121212121212122,5.666204695808458
1.3131313131313131,3.7129823816048284
1.4141414141414141,4.103364995769796
1.5151515151515151,5.468015501062058
1.6161616161616161,5.219492111988808
1.7171717171717171,6.748590766938708
1.8181818181818181,5.728339560842426
1.9191919191919191,5.4260801370485465
2.0202020202020203,8.506052809325595
2.121212121212121,7.016647941937706
2.2222222222222223,7.511972649132368
2.323232323232323,6.221716460251189
2.4242424242424243,7.304102123959666
2.525252525252525,8.161427640214916
2.6262626262626263,7.10153167510295
2.727272727272727,8.830243472891125
2.8282828282828283,8.055926966646853
2.929292929292929,8.566892108792581
3.0303030303030303,8.458899448376664
3.131313131313131,11.114904447135201
3.2323232323232323,9.45114923990853
3.3333333333333335,8.608955737710767
3.4343434343434343,10.691231780790057
3.5353535353535355,8.84986342073605
3.6363636363636362,10.481590867732029
3.7373737373737375,8.5150773508677
3.8383838383838382,9.348581627869246
3.9393939393939394,11.075649114657002
4.040404040404041,11.819274660803492
4.141414141414141,11.454196564018252
4.242424242424242,11.369200202460243
4.343434343434343,11.385764991279398
4.444444444444445,10.410366898521461
4.545454545454545,11.371064882514382
4.646464646464646,11.832290521969504
4.747474747474747,13.55207172116841
4.848484848484849,13.040587986538158
4.94949494949495,11.135949743627165
5.05050505050505,13.425094070404896
5.151515151515151,12.917948022613986
5.252525252525253,12.828128504744546
5.353535353535354,14.318746995911576
5.454545454545454,14.94009043158686
5.555555555555555,15.04239123022731
5.656565656565657,13.473913789908675
5.757575757575758,14.205939139300302
5.858585858585858,15.04843514857528
5.959595959595959,15.894737046314278
6.0606060606060606,14.64203788336683
6.161616161616162,15.137573346568507
6.262626262626262,14.418917551246496
6.363636363636363,14.531066103192057
6.4646464646464645,16.741818751687127
6.565656565656566,17.487553159883955
6.666666666666667,16.261323211753
6.767676767676767,17.538886433245562
6.8686868686868685,17.09900976242137
6.96969696969697,16.294274184788815
7.070707070707071,17.502809746922555
7.171717171717171,18.88147090990031
7.2727272727272725,17.509628506344594
7.373737373737374,19.312118403288753
7.474747474747475,15.329749845405203
7.575757575757575,18.973417655890373
7.6767676767676765,18.440582421773524
7.777777777777778,18.25654820508969
7.878787878787879,18.84933653411126
7.979797979797979,16.972027044995066
8.080808080808081,18.94194427377865
8.181818181818182,19.72074893514811
8.282828282828282,21.04355061039808
8.383838383838384,19.24940654940312
8.484848484848484,19.161203366803782
8.585858585858587,19.669960128132637
8.686868686868687,21.28913949143945
8.787878787878787,20.90450868541726
8.88888888888889,20.24801757401074
8.98989898989899,21.493065412911335
9.09090909090909,21.27889573116622
9.191919191919192,22.352483374371275
9.292929292929292,20.88380549198123
9.393939393939394,21.460216641281022
9.494949494949495,21.597790836766833
9.595959595959595,20.72840424378707
9.696969696969697,22.690059671003972
9.797979797979798,22.857014868139483
9.8989898989899,22.80309325462226
10.0,22.765412866624853
