feature_1,feature_2,feature_3,target
0.0,249.81604753894499,0.34175597577715944,56.061650528697676
0.02004008016032064,480.2857225639665,1.9162509995365276,58.3786008559615
0.04008016032064128,392.797576724562,1.0305841588273328,58.876709798818084
0.06012024048096192,339.46339367881467,-0.45666317470047924,59.37957831405871
0.08016032064128256,162.40745617697462,-0.7380940300657928,55.40013918650476
0.1002004008016032,162.39780813448107,0.692319973109712,54.40211635161749
0.12024048096192384,123.23344486727979,-1.0797522450967945,55.36884066710418
0.1402805611222445,446.47045830997405,2.1120198880988426,61.20972122913126
0.16032064128256512,340.4460046972835,1.5000814032864174,59.78240176258708
0.18036072144288576,383.2290311184182,-0.10845420921893328,59.67950417575846
0.2004008016032064,108.23379771832097,-1.3123329258844652,52.85036715814364
0.22044088176352705,487.96394086479773,1.7947541376924674,60.3236377339169
0.24048096192384769,432.9770563201687,0.36642207859507747,61.962184825549684
0.2605210420841683,184.93564427131045,1.7588583961417985,52.29444791814942
0.280561122244489,172.72998688284025,-1.033305414305389,55.48315763568984
0.3006012024048096,173.36180394137352,0.0018273818558462995,53.61998809502084
0.32064128256513025,221.69689718381508,0.6465262648484437,55.386492539729495
0.3406813627254509,309.9025726528951,0.7283433192156439,59.93987855826788
0.3607214428857715,272.7780074568463,0.2713774142922994,57.03643301143762
0.3807615230460922,216.49165607921677,1.384372978439683,55.313440880315156
0.4008016032064128,344.74115788895176,-0.2660172229697688,55.40329836295149
0.42084168336673344,155.79754426081672,0.6993038817121734,55.97233916835059
0.4408817635270541,216.85785941408727,1.002059158766007,56.98524123576895
0.4609218436873747,246.5447373174767,1.4362825214334984,60.9276929731781
0.48096192384769537,282.4279936868144,1.6735387257842804,56.15131204892506
0.501002004008016,414.07038455720544,-0.12263808382183705,60.64735475678547
0.5210420841683366,179.86951286334389,-0.492030002398949,56.101324587670106
0.5410821643286573,305.69377536544465,2.3598411505558237,60.92263253589977
0.561122244488978,336.965827544817,1.4545585009575475,58.115496555888946
0.5811623246492986,118.58016508799909,0.41383811274204363,54.867849440893615
0.6012024048096192,343.01794076057536,2.753556785141761,59.62337181194193
0.6212424849699398,168.2096494749166,1.3581596042327384,55.54912566034644
0.6412825651302605,126.0206371941118,2.4618623143243474,52.9561259707742
0.6613226452905812,479.5542149013333,1.3901637719912712,62.146175024407476
0.6813627254509018,486.25281322982374,3.4234733757837907,63.81857437943851
0.7014028056112224,423.35893924658444,3.1581464536656494,57.753840406966454
0.721442885771543,221.84550766934828,1.1939216230640126,56.977255466758066
0.7414829659318637,139.06884560255355,2.4545368828180827,52.98767496042669
0.7615230460921844,373.69321060486277,2.1684220417695164,62.5275624371417
0.781563126252505,276.0609974958405,2.9317578100373587,53.86595437290875
0.8016032064128256,148.81529393791152,0.6382829522455467,54.28834481237588
0.8216432865731462,298.07076404450805,2.3293380331447318,59.2193909705627
0.8416833667334669,113.75540844608736,2.7417912203165216,58.21746820939286
0.8617234468937875,463.7281608315128,-0.03529259263553919,62.48138062079001
0.8817635270541082,203.51199264000678,0.5802685414424413,55.75447638295496
0.9018036072144289,365.0089137415928,-0.23562496333124283,65.42259906790498
0.9218436873747494,224.68443043576437,1.5742805403049411,53.8555082870757
0.9418837675350701,308.0272084711243,2.601309790866102,90.66992020881216
0.9619238476953907,318.68411173731187,3.4262047474868096,60.09245004145576
0.9819639278557114,173.94178221021082,2.038022636131198,55.215643752638115
1.002004008016032,487.83385110582344,3.6326235616033555,60.109614145574916
1.0220440881763526,410.05312934444584,0.6639867181378138,63.78807692599011
1.0420841683366733,475.7995766256756,0.3807858973181919,92.73122679935973
1.062124248496994,457.93094017105955,2.0687007980973693,61.347096767442636
1.0821643286573146,339.1599915244341,2.5483941062539364,56.96438257385494
1.1022044088176353,468.74969400924675,2.1717140695411774,27.57474489762498
1.122244488977956,135.3970008207678,0.17704687791603524,58.46846900475322
1.1422845691382766,178.3931449676581,2.1954490987637647,56.93726937534934
1.1623246492985972,118.09091556421522,1.0201797980923413,61.12196743845626
1.1823647294589177,230.13213230530573,3.034402007747874,55.43772474997573
1.2024048096192383,255.4709158757928,2.771407865335325,54.94707876463056
1.222444889779559,208.53961270955836,1.5050099932317629,86.46626092683952
1.2424849699398797,431.4950036607717,1.971103022543066,62.9545425803965
1.2625250501002003,242.70133067743572,1.465836578311449,59.94554202496318
1.282565130260521,212.3738038749523,2.50245116324787,57.80213341772047
1.3026052104208417,317.07843326329936,3.5603527413429217,61.37610205047099
1.3226452905811623,156.36968998990505,1.659564534826781,32.760095323564045
1.342685370741483,420.8787923016159,3.1894172570008106,66.81210659532513
1.3627254509018036,129.82025747190832,2.1951932834311663,56.91116610568788
1.3827655310621243,494.7547746402069,1.9726582298619044,68.09881546781557
1.4028056112224447,408.89790771866296,2.698580862490332,64.06017601235575
1.4228456913827654,179.48627261366897,1.8104490603461567,59.82120512196844
1.442885771543086,102.20884684944096,2.3321222377389903,58.41222205733534
1.4629258517034067,426.18457138193367,1.727973810817965,65.31052862364008
1.4829659318637274,382.74293753904686,4.930656996643844,64.05376165993864
1.503006012024048,391.60286721639494,3.041275576019825,66.80395488954429
1.5230460921843687,408.5081386743783,2.346366676376152,64.36010020999599
1.5430861723446894,129.61786069363615,3.3001522554236007,59.58717351286031
1.56312625250501,243.38629141770903,3.0139244553191906,60.00544709318547
1.5831663326653307,146.34762381005189,2.945363065797439,62.29794997997656
1.6032064128256511,445.2413703502374,3.8205795256947273,62.67223916679451
1.6232464929859718,349.31925073102315,4.004000696019249,67.60298610867105
1.6432865731462925,232.35920994105967,2.7560719986820574,60.368939057401775
