X,y,y_true
0.0,-0.1707553122949215,0.0
0.10101010101010101,1.047864649435917,0.2521818910212597
0.20202020202020202,0.4520585248780149,0.5023078140554719
0.30303030303030304,0.7081095491335685,0.7483427604104337
0.40404040404040403,0.6754783795497238,0.9882934263168616
0.5050505050505051,-0.09829932796297114,1.2202285334011218
0.6060606060606061,2.113941767367513,1.4422985168482343
0.7070707070707071,1.4241327728183377,1.6527543805467666
0.8080808080808081,1.2191677199087008,1.849965526999325
0.9090909090909091,2.5998398698639384,2.0324363802339693
1.0101010101010102,2.062384211904281,2.1988216322564718
1.1111111111111112,3.296682875235211,2.347939957615468
1.2121212121212122,2.478131196445546,2.4787860562691755
1.3131313131313131,2.743463185123561,2.590540901984256
1.4141414141414141,2.619016023951213,2.6825800917908746
1.5151515151515151,3.083443726756398,2.7544802113765368
1.6161616161616161,2.7921899320842227,2.806023151527522
1.7171717171717171,3.0534778584955053,2.837198331614539
1.8181818181818181,2.987474186285586,2.8482028074555563
1.9191919191919191,1.8785157684001799,2.8394392624562217
2.0202020202020203,2.5236808095942087,2.811511902506921
2.121212121212121,3.127260308022332,2.7652202964854107
2.2222222222222223,1.9371253254061669,2.7015512251572096
2.323232323232323,1.9698159147884682,2.6216686215690546
2.4242424242424243,2.3957433139166304,2.526901705486763
2.525252525252525,1.8126898965633358,2.418731432839409
2.6262626262626263,0.9175023586273823,2.29877539830916
2.727272727272727,1.461873050666545,2.1687713449753567
2.8282828282828283,1.5458645461726195,2.0305594491215677
2.929292929292929,2.1791302442761973,1.8860635608008502
3.0303030303030303,1.3353300616968533,1.7372715913997745
3.131313131313131,0.8756920425736683,1.5862152481376348
3.2323232323232323,1.374905017126675,1.4349493220948006
3.3333333333333335,1.8390269399740538,1.285530740915696
3.4343434343434343,0.12057037117484981,1.1399975997308522
3.5353535353535355,0.8773243035862318,1.000348384064543
3.6363636363636362,0.5323287561529098,0.8685215965373392
3.7373737373737375,0.3344858645414853,0.7463759950564652
3.8383838383838382,1.0628004173898362,0.6356716439531436
3.9393939393939394,1.1030905692320896,0.5380519712385894
4.040404040404041,0.07431624291708444,0.45502701489361597
4.141414141414141,0.7743337382823978,0.3879580289853304
4.242424242424242,0.025984293516833568,0.3380436065418406
4.343434343434343,-0.3800426469466718,0.30630746065350456
4.444444444444445,0.45951226566143066,0.29358798836466593
4.545454545454545,1.21862949822806,0.3005297237454132
4.646464646464646,-0.03340010158463197,0.32757676727389784
4.747474747474747,0.7243236645487594,0.37496825851250226
4.848484848484849,0.928271132672221,0.44273593823107005
4.94949494949495,-0.2361474976619482,0.5307038248298082
5.05050505050505,0.7806595704480915,0.6384900083605258
5.151515151515151,0.5548492582768465,0.7655105438573022
5.252525252525253,0.47718561780691,0.9109854042865229
5.353535353535354,1.883474004510306,1.0739464324297376
5.454545454545454,1.561887396095322,1.2532472106349004
5.555555555555555,0.4990581035863427,1.4475747478201328
5.656565656565657,1.8323744800372608,1.655462864588358
5.757575757575758,1.2317647193402315,1.8753071400000563
5.858585858585858,2.5081615643654835,2.1053812676312034
5.959595959595959,2.9136219172544697,2.3438546541767424
6.0606060606060606,2.9718331728717344,2.5888110811929037
6.161616161616162,1.8770801091429632,2.8382682397337473
6.262626262626262,2.685646821567583,3.0901979387386107
6.363636363636363,4.528139686133567,3.3425467811587453
6.4646464646464645,3.9734625008519355,3.593257097043054
6.565656565656566,4.3978611324073595,3.8402879201833975
6.666666666666667,4.013519468919364,4.0816357944757735
6.767676767676767,4.7832325039288905,4.315355197889687
6.8686868686868685,5.044265843774014,4.539578375836246
6.96969696969697,5.111886248196936,4.752534381746297
7.070707070707071,5.227349794412888,4.952567130751972
7.171717171717171,4.412480755267807,5.138152282425747
7.2727272727272725,5.406965199100515,5.307912780468154
7.373737373737374,5.79332187387047,5.460632890926845
7.474747474747475,5.349686837565194,5.59527059583624
7.575757575757575,5.403947147259117,5.710968215932435
7.6767676767676765,6.237057671936835,5.807061154151485
7.777777777777778,5.99543478398098,5.883084670776638
7.878787878787879,6.173229934827376,5.938778621166163
7.979797979797979,6.803943116856796,5.974090107763635
8.080808080808081,7.104022217163454,5.989174019355112
8.181818181818182,6.472759919300372,5.9843914520757995
8.282828282828282,7.167481250695969,5.960306028263066
8.383838383838384,5.624197421701345,5.917678150682759
8.484848484848484,6.127116372121467,5.8574572507033675
8.585858585858587,6.862548896110946,5.780772109442982
8.686868686868687,6.765143447092137,5.688919350558873
8.787878787878787,5.931280124722717,5.583350221988389
8.88888888888889,6.913283653055997,5.4656558013930105
8.98989898989899,5.461554359352556,5.337550776126709
9.09090909090909,5.138640830747599,5.200855963081545
9.191919191919192,5.199077813599203,5.057479746609699
9.292929292929292,5.157844425688179,4.909398623750563
9.393939393939394,5.531785924396968,4.758637055091979
9.494949494949495,4.529168503266674,4.607246826673454
9.595959595959595,4.268476362446602,4.4572861333236045
9.696969696969697,4.060649248542732,4.31079859666408
9.797979797979798,2.986146839129229,4.169792431678122
9.8989898989899,4.764226722328573,4.036219974227402
10.0,3.2183403471433847,3.9119577782212605
